2.113943352,-16,-4,1020,1,1,0,0,4,1
2.173186268,-15,-4,1020,1,1,0,0,4,1
2.204119983,-11,-5,1021,1,1,0,0,4,1
2.260071388,-7,-5,1022,1,1,1,0,4,1
2.1430148,-7,-5,1022,1,1,1,0,4,1
2.041392685,-7,-6,1022,1,1,1,0,4,1
2.025305865,-7,-6,1023,1,1,1,0,4,1
2.096910013,-7,-5,1024,1,1,0,0,4,1
2.08278537,-8,-6,1024,1,1,0,0,4,1
2.123851641,-7,-5,1025,1,1,0,0,4,1
2.149219113,-7,-5,1026,1,1,1,0,4,1
2.184691431,-8,-5,1026,1,1,0,0,4,1
2.173186268,-8,-5,1026,1,1,0,0,4,2
2.217483944,-8,-5,1025,1,1,0,0,4,2
2.201397124,-9,-5,1025,1,1,0,0,4,2
2.190331698,-9,-5,1025,1,1,0,0,4,2
2.204119983,-9,-5,1026,1,1,0,0,4,2
2.217483944,-8,-5,1027,1,1,0,0,4,2
2.23299611,-8,-5,1027,1,1,0,0,4,2
2.176091259,-8,-5,1028,1,1,0,0,4,2
2.190331698,-7,-5,1028,1,1,0,0,4,2
2.217483944,-7,-5,1027,1,1,1,0,4,2
2.195899652,-8,-6,1028,1,1,1,0,4,2
2.103803721,-8,-6,1027,1,1,1,0,4,2
1.959041392,-7,-6,1027,1,1,1,0,4,1
1.806179974,-8,-6,1026,1,1,1,0,4,1
1.819543936,-8,-7,1026,1,1,1,0,4,1
1.748188027,-8,-7,1025,1,1,1,0,4,1
1.819543936,-8,-7,1024,1,1,1,0,4,1
1.924279286,-9,-8,1024,1,1,1,0,4,1
1.963787827,-10,-8,1024,1,1,1,0,4,1
1.939519253,-10,-9,1024,1,1,1,0,4,1
1.919078092,-10,-9,1024,1,1,1,0,4,1
1.939519253,-11,-9,1023,1,1,1,0,4,1
1.897627091,-11,-9,1023,1,1,1,0,4,1
1.995635195,-11,-9,1022,1,1,1,0,4,1
2.033423755,-11,-9,1021,1,1,1,0,4,2
1.959041392,-11,-9,1020,1,1,1,0,4,2
1.986771734,-11,-9,1020,1,1,1,0,4,2
1.982271233,-11,-9,1020,1,2,1,0,4,2
1.939519253,-11,-9,1020,1,2,1,0,4,2
1.851258349,-11,-9,1020,1,2,1,0,4,2
1.792391689,-11,-9,1021,2,1,1,0,4,2
1.73239376,-11,-9,1022,2,1,1,0,4,2
1.857332496,-10,-9,1022,3,1,1,0,4,2
1.86332286,-11,-10,1023,3,1,1,0,4,2
1.886490725,-11,-9,1023,3,1,0,0,4,2
1.86923172,-12,-11,1023,3,1,0,0,4,2
1.903089987,-14,-12,1023,3,1,0,0,4,1
1.770852012,-16,-9,1023,3,1,0,0,4,1
1.414973348,-17,-10,1024,3,1,0,0,4,1
1.431363764,-18,-11,1024,3,1,0,0,4,1
1.462397998,-19,-11,1025,3,1,0,0,4,1
1.431363764,-20,-12,1026,3,1,0,0,4,1
1.322219295,-21,-12,1027,3,1,0,0,4,1
1.477121255,-21,-13,1027,3,1,0,0,4,1
1.431363764,-22,-13,1028,3,1,0,0,4,1
1.447158031,-22,-13,1029,3,1,0,0,4,1
1.447158031,-22,-12,1030,3,1,0,0,4,1
1.414973348,-23,-12,1031,3,1,0,0,4,1
1.477121255,-21,-11,1030,3,1,0,0,4,2
1.51851394,-20,-10,1030,3,2,0,0,4,2
1.462397998,-21,-10,1030,3,2,0,0,4,2
1.477121255,-21,-9,1030,3,2,0,0,4,2
1.491361694,-21,-9,1031,3,2,0,0,4,2
1.491361694,-20,-11,1032,3,2,0,0,4,2
1.462397998,-23,-11,1032,3,2,0,0,4,2
1.431363764,-21,-12,1033,3,2,0,0,4,2
1.505149978,-24,-12,1034,3,2,0,0,4,2
1.531478917,-24,-13,1034,3,2,0,0,4,2
1.477121255,-24,-13,1035,3,2,0,0,4,2
1.505149978,-26,-15,1035,3,2,0,0,4,2
1.491361694,-26,-17,1035,3,2,0,0,4,1
1.544068044,-26,-18,1035,3,2,0,0,4,1
1.447158031,-26,-19,1035,3,2,0,0,4,1
1.414973348,-27,-18,1035,3,2,0,0,4,1
1.462397998,-27,-19,1035,3,2,0,0,4,1
1.462397998,-27,-16,1034,4,1,0,0,4,1
1.447158031,-26,-16,1035,4,1,0,0,4,1
1.447158031,-27,-16,1034,4,1,0,0,4,1
1.447158031,-26,-16,1035,4,1,0,0,4,1
1.477121255,-26,-15,1035,4,1,0,0,4,1
1.568201724,-25,-14,1035,4,1,0,0,4,1
1.491361694,-25,-13,1035,4,1,0,0,4,1
1.447158031,-25,-12,1034,4,1,0,0,4,2
1.602059991,-24,-11,1032,4,1,0,0,4,2
1.62324929,-22,-11,1032,2,1,0,0,4,2
1.531478917,-23,-11,1031,3,1,0,0,4,2
1.707570176,-24,-11,1031,3,1,0,0,4,2
1.755874856,-23,-11,1031,3,1,0,0,4,2
1.77815125,-23,-11,1032,3,1,0,0,4,2
1.785329835,-22,-13,1033,3,1,0,0,4,2
1.929418926,-22,-12,1033,3,1,0,0,4,2
2.029383778,-24,-18,1033,3,1,0,0,4,2
1.826074803,-22,-13,1034,3,1,0,0,4,2
1.707570176,-22,-16,1033,3,1,0,0,4,2
1.755874856,-25,-17,1033,3,1,0,0,4,1
1.892094603,-25,-14,1033,4,1,0,0,4,1
1.707570176,-26,-14,1034,4,1,0,0,4,1
